ax,ay,az,gx,gy,gz
-1.6783,-3.1556,-6.6152,0.7173,0.3608,1.4770
-0.9792,-2.9329,-7.7692,0.4770,0.5268,1.0024
1.0056,-3.5530,-6.4212,0.0200,0.3821,0.9710
1.9489,-3.4548,-9.9455,-0.3163,0.3677,0.9635
1.0822,-1.6161,-8.6311,0.5814,0.0288,0.7565
-1.4461,-1.8244,-9.4308,0.2718,-0.7333,0.3597
-2.2266,-0.9433,-8.3222,0.0626,-0.6283,-0.1937
-2.3990,-1.9848,-8.3797,-0.0973,-0.1167,-0.4477
-2.6288,-2.2984,-8.9088,-0.1458,-0.0999,-0.4349
-2.0135,-1.8603,-8.8274,0.1074,0.2793,-0.3453
-1.4437,-1.6592,-8.5617,0.1508,0.0989,-0.0778
-0.6656,-2.3415,-8.7795,0.2878,0.0994,-0.0125
-1.1564,-2.2146,-8.5449,0.2675,0.1148,0.0565
-0.9026,-2.3798,-8.9447,0.1146,0.1234,0.0445
-0.4645,-2.3415,-8.6981,0.1700,0.1252,-0.0384
-0.5507,-2.2338,-8.6359,0.1124,-0.0205,-0.0570
-0.3089,-2.2386,-8.7915,0.1298,-0.0133,-0.0573
-0.6105,-2.5762,-9.1387,0.3701,0.0282,0.0123
-0.7087,-2.9473,-8.6694,0.0346,0.0045,-0.0005
-1.1779,-2.0303,-8.6814,0.0472,-0.0288,0.1095
-1.0918,-2.4205,-8.8873,0.1061,-0.0474,0.1031
-0.9864,-1.6855,-8.6742,0.0480,0.0197,-0.1657
-0.0575,-0.1149,-0.5555,0.2356,0.4021,-0.0509
0.1796,-1.4916,-8.3629,-0.0336,-0.1719,0.1687
-0.7015,-1.3168,-9.0357,-0.9553,-0.4604,0.3941
-1.1564,1.1827,-8.7197,-0.6981,-0.0791,0.1196
-1.6520,1.8124,-8.8083,-0.3203,-0.1460,-0.0525
-1.2905,2.8635,-8.5281,0.0938,-0.2662,0.1684
-2.2601,1.9944,-8.4324,0.0770,-0.0645,0.0069
-2.3128,2.2458,-8.2384,0.2278,-0.0538,0.0242
-2.0016,2.3104,-8.5353,0.2774,0.0083,-0.0354
-2.0638,1.9321,-8.4515,0.1569,-0.1404,-0.0163
